source_id,title,publisher,url,pub_date,last_verified,type,status,status_display,note,archived_url
S134,Pending Legislation,Veterans of Foreign Wars,https://www.vfw.org/advocacy/national-legislative-service/congressional-testimony/2025/12/pending-legislation,,2026-08-09,testimony,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260617061633/https://www.vfw.org/advocacy/national-legislative-service/congressional-testimony/2025/12/pending-legislation
S135,"Scanlon and Takano on the bill's impact on veteran home loan costs (House Rules Committee, Jun 23 2026)",Forbes Breaking News,https://www.youtube.com/watch?v=H5YB_fGT_g0,2026-06-23,2026-08-18,video,verified,verified,"Rules Committee hearing on the Take Care of America's Veterans Act. Takano, on the record two days before the June 25 hearing: ""I'm disappointed that the majority canceled an economic opportunity subcommittee hearing on this very issue... we had a plan to have witnesses testify about the eminent danger they are of losing their homes."" Independent corroboration of the first cancellation, and it states WHY the witnesses mattered, which congress.gov (S167) does not. Also: the fee increase falls on active-duty service members' loans. Title and date supplied by Leann 2026-08-18; the row previously carried the URL slug ""Watch"" and status registered-needs-title-and-date. DATED FIGURE: carries the 10,000 count current at the time. The project's lead figure is 15,000+ (Blumenthal, SVAC, 2026-05-20). This citation is accurate AS DATED and must not be corrected upward.",https://web.archive.org/web/20260624013921/https://www.youtube.com/watch?v=H5YB_fGT_g0
S136,Watch,YouTube,https://www.youtube.com/watch?v=Lr-yoczAGa8,,,video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260809203317/https://www.youtube.com/watch?v=Lr-yoczAGa8
S137,Watch,YouTube,https://www.youtube.com/watch?v=NMSBSksqBbs,,,video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",
S138,Watch,YouTube,https://www.youtube.com/watch?v=byiXIo37Xbk,,,video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html, policy.html (3 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260616181737/https://www.youtube.com/watch?v=byiXIo37Xbk
S139,Watch,YouTube,https://www.youtube.com/watch?v=nnVDvUL3Jis,,,video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, policy.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260521023014/https://www.youtube.com/watch?v=nnVDvUL3Jis&t=29s
S140,"Rules Committee Hearing H.R.1041, H.R.6047, H.R.1329",U.S. House Committee on Rules (HouseRules),https://www.youtube.com/watch?v=rxQYH3Ixlvs,2026-05-19,2026-08-30,video,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep with the URL slug as its title. Title, publisher and stream date confirmed against the video page 2026-08-30. Cited on: data-methods.html, the-script.html, watch.html (4 refs). CAUTION: the only transcript held is YouTube's automatic captions, saved as excerpts at _CURRENT_DOCS\Transcripts_May19-20\HouseRules_5-19-26_HR6047_VA-EXCERPTS.md. Timestamps are reliable, wording is not; confirm any quotation against the audio before external use. CAUTION LIFTED 2026-09-02 BY LEANN, WHOSE CALL IT IS: ""we already reviewed/verified the video clips and transcripts."" She is the person the caution was waiting for. The wording below is cleared for publication. The caution text is kept above rather than deleted, because a reader needs to know the transcript's origin is auto-captions and that a human confirmed it, not that it was always certified. A SESSION THAT READS THE CAUTION AND RE-RAISES THE BLOCK HAS FOUND THIS DECISION, NOT A DEFECT.",https://web.archive.org/web/20260521023701/https://www.youtube.com/watch?v=rxQYH3Ixlvs
S141,Watch,YouTube,https://www.youtube.com/watch?v=vPP-LzMIpLM,,,video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260809203502/https://www.youtube.com/watch?v=vPP-LzMIpLM
S142,AYOZezavoTQ,YouTube,https://youtu.be/AYOZezavoTQ,,,video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: watch.html (1 refs). Title derived from the URL slug, confirm against the page before external citation.",
S143,SiXAagTOA8w,YouTube,https://youtu.be/SiXAagTOA8w,,,video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: watch.html (1 refs). Title derived from the URL slug, confirm against the page before external citation.",
S144,How We Investigated Racial Disparities in Federal Mortgage Data,The Markup,https://themarkup.org/show-your-work/2021/08/25/how-we-investigated-racial-disparities-in-federal-mortgage-data,2021-08-25,2026-08-14,investigation-methodology,verified,verified,"Section VI Industry Response names Freedom Mortgage Corporation as one of seven lenders contacted over the largest disparities. Freedom's response: reducing the homeownership gap for applicants of color through government-backed loans, down payment assistance programs, manual underwriting, and other tools. LIMITS: the analysis deliberately excluded VA and FHA loans, so it is not evidence about VA loan servicing; and the quote is Freedom disputing the finding. Its evidentiary value is the company's own chosen public posture on government-backed lending. Verified against the source document 2026-08-14, not via a summary.",
S145,"Loan Guaranty: COVID-19 Veterans Assistance Partial Claim Payment Program (final rule, 86 FR 28692)",Federal Register (Department of Veterans Affairs),https://www.federalregister.gov/documents/2021/05/28/2021-11373/loan-guaranty-covid-19-veterans-assistance-partial-claim-payment-program,2021-05-28,2026-08-17,regulation,verified,verified,"Registered 2026-08-17 for T002. Cited in the record as 86 FR 28708, a page within this document, which begins at 86 FR 28692. Establishes 38 CFR 36.4809; subsection (c) carries the program expiration. Verified 2026-08-17 via federalregister.gov citation lookup (cloud container).",
S146,"VA announces new program to help more than 40,000 Veterans stay in their homes",U.S. Department of Veterans Affairs,https://www.va.gov/wilmington-health-care/news-releases/va-announces-new-program-to-help-more-than-40000-veterans-stay-in-their-homes/,2024-04-10,2026-08-17,agency press release,verified,verified,"Registered 2026-08-17 for T024. Title and date read from the live page 2026-08-17 (cloud container fetch). VASP announcement; the 40,000 figure is VA's own.",
S147,"VA calls for extension of Veteran foreclosure moratorium through Dec. 31, 2024",U.S. Department of Veterans Affairs,https://news.va.gov/press-room/va-calls-for-extension-of-veteran-foreclosure-moratorium-through-dec-31-2024/,2024-05-29,2026-08-17,agency press release,verified,verified,"Registered 2026-08-17 for T028. T028's prior citation string carried a year typo, 2026-05-29; the release is dated May 29, 2024. Title, date and the Jacobs quote confirmed from the live page 2026-08-17.",
S148,"VA Manual M26-4, Transmittal Sheet, Change 14","U.S. Department of Veterans Affairs, VBA Loan Guaranty Service",https://www.knowva.ebenefits.va.gov/system/templates/selfservice/va_ssnew/help/customer/locale/en-US/portal/554400000001018/content/554400000324998/VA-Manual-M26-4-Transmittal-Sheet-Change-14,2026-06-01,2026-08-17,agency manual,verified,verified,"Registered 2026-08-17 for the Evidence receipt card. Implementation sentence verbatim: available and live June 15, 2026; full implementation expected no later than 180 days from publication of the final policy (dated June 1, 2026). Local capture receipt_m26-4-transmittal-change14.png (2026-08-09) and source PDF in the receipts library. Signed Patrick J. Zondervan, Executive Director, Loan Guaranty Service. | 2026-08-18: shares its KnowVA portal URL with S013. Not a duplicate - KnowVA serves the chapter and its transmittal sheet from one address. Do not merge.",
S149,"VA Servicer Handbook M26-4 Chapter 22, VA Partial Claim, DRAFT",U.S. Dept. of Veterans Affairs,https://www.benefits.va.gov/HOMELOANS/drafting-table/draft-documents/m26-4-chapter-22-partial-claim-draft.pdf,2026-02,2026-08-18,agency draft,verified,verified,"Published on VA's Drafting Table for public comment. Document is dated ""February XX, 2026""; the XX is unfilled in VA's own published draft. Draft 22.02 a.7(a) reads: ""If the loan has been modified, the borrower must also have made at least six (6) monthly payments since the most recent modification."" The June 1 2026 final replaced this with a flat 24-month lockout. Read directly 2026-08-18.",
S150,"VA Servicer Handbook M26-4 Chapter 5, Loss Mitigation, DRAFT",U.S. Dept. of Veterans Affairs,https://www.benefits.va.gov/HOMELOANS/drafting-table/draft-documents/m26-4-chapter-5-loss-mitigation-draft.pdf,2026-02,2026-08-18,agency draft,verified,verified,Companion draft chapter published on VA's Drafting Table for the same comment period. NOT yet read in full; registered as the citable artifact for the draft waterfall and modification terms.,
S151,"Pub. L. 119-31, VA Home Loan Program Reform Act, enacted text",U.S. Government Publishing Office,https://www.govinfo.gov/content/pkg/PLAW-119publ31/html/PLAW-119publ31.htm,2025-07-30,2026-08-18,statute,verified,verified,"Enacted text. Sec 2(a)(3) creates 38 U.S.C. 3732(d), including ""The Secretary may not purchase an entire such loan until the veteran has completed such sequence."" Sec 2(b)(3) creates 3720(h) in its original form: the Secretary ""may not take any action under paragraph (2), (3), (4), or (5) of subsection (a) ... before the completion of the sequence of mitigation options."" S010 is the congress.gov bill page; this is the statutory text a before-and-after comparison has to cite. SUBSECTION (c), THE PARTIAL CLAIM CEILING, verified 2026-08-22 against the codified text at 38 U.S.C. 3737: (c)(1)(A) sets the general ceiling at 25 percent of the unpaid principal balance. The 30 percent figure that travels in advocacy copy is NOT the general rule. It is an elevated carve-out at (c)(1)(B) for borrowers who missed payments on or after March 1 2020 and before May 1 2025, the COVID-era cohort. Cite the subsection or the number reads as universal when it is not. Also (c)(2)(A), one partial claim per loan, and (j), no partial claim after July 30 2030, five years from enactment.",
